title_en,title_am,similarity_score,alternative_position,reason
Policy LINK Ethiopia - Regional Program Coordinator,ፖሊሲ LINK ኢትዮጵያ - የክልል ፕሮግራም አስተባባሪ,0.0,Regional Program Coordinator,The title is already standardized; only minor adjustment to reflect common Ethiopian usage.
"Policy LINK Ethiopia, Collaborating, Learning, and Adapting (CLA) Specialist",የፖሊሲ አገናኝ ኢትዮጵያ፣ ትብብር፣ መማር እና ማላመድ (CLA) ስፔሻሊስት,0.0,Knowledge Management Specialist,"CLA (Collaborating, Learning, Adapting) roles emphasize learning and adaptation, similar to Knowledge Management or Organizational Learning Specialist."
Policy LINK/Ethiopia – Policy Dialogue and Stakeholder Engagement Lead,ፖሊሲ LINK/ኢትዮጵያ - የፖሊሲ ውይይት እና የባለድርሻ አካላት ተሳትፎ መሪ,0.0,Policy Engagement Manager,"Focus on policy dialogue and stakeholder engagement, common in Ethiopian development sector."
Policy Research and Analytics Lead,የፖሊሲ ጥናት እና የትንታኔ አመራር,0.0,Policy Research Manager,"Lead role in policy research and analytics, standardized to a managerial position."
Poll Worker,የሕዝብ አስተያየት ሠራተኛ,0.0,Election Poll Worker,Directly corresponds to poll workers in Ethiopian elections.
Pompista (Nozzle Pump Technician),ፖምፒስታ (የኖዝል ፓምፕ ቴክኒሻን,0.0,Fuel Pump Technician,"Pompista refers to nozzle pump technician, common in Ethiopian fuel stations."
Pool – Senior Customer Service Officer I for Branches under Dire Dawa District,ገንዳ - በድሬዳዋ አውራጃ ስር ለሚገኙ ቅርንጫፎች ከፍተኛ የደንበኞች አገልግሎት ኦፊሰር,0.0,Senior Customer Service Officer,Standardized branch customer service role in Ethiopian banking.
Pool Branch Manager Grade I,ቅርንጫፍ አስተዳዳሪ 1ኛ ክፍል,0.0,Branch Manager,Direct mapping for a branch manager grade I in banking.
Portal Development Expert,የፖርታል ልማት ኤክስፐርት የፖርታል ልማት ባለሙያ,0.0,Portal Developer,"Expert in portal development, standardized to developer role."
Portfolio Review for Graphic Design Interns,ለግራፊክ ዲዛይን ፖርትፎሊዮ ግምገማ,0.0,Graphic Design Lead,Overseeing portfolio review for graphic design interns implies a lead role.
POSM Store keeper,የPOSM መደብር ጠባቂ,0.0,Store Keeper,POSM storekeeper is a storekeeping role for promotional materials.
Postal Motorist,የፖስታ አሽከርካሪ,0.0,Postal Delivery Driver,"Postal motorist drives for mail delivery, standardized to driver position."
Postdoctoral fellow,የድህረ-ዶክትሬት ባልደረባ,0.0,Postdoctoral Researcher,Common academic research role in universities
Post-Doctoral Fellowship Opportunity,የድህረ-ዶክትሬት ህብረት ዕድል,0.0,Postdoctoral Researcher,"Same as postdoctoral fellow, a research position"
"PostHarvest Agronomist, Field Agronomist, Irrigation",ድህረ-መኸር የግብርና ባለሙያ፣ የመስክ አግሮኖሚስት፣ መስኖ,0.0,Agronomist,"Combines postharvest, field, and irrigation agronomy"
Power Apps/Power BI/Power Automate Developer,Power Apps/Power BI/Power Automate ገንቢ,0.0,Power Platform Developer,"Specializes in Power Apps, BI, and Automate"
PR Strategist,PR ስትራቴጂስት,0.0,Public Relations Officer,Strategic communication and public relations role
Pre-cleaning and Silo Operator,ቅድመ-ጽዳት እና ሲሎ ኦፕሬተር,0.0,Silo Operator,Operates pre-cleaning and silo equipment in grain processing
President of the College,የኮሌጁ ፕሬዝዳንት,0.0,College President,Highest administrative leadership in a college
Primary Data entry on SPSS,በ SPSS ላይ የመጀመሪያ ደረጃ የውሂብ ግቤት,0.0,Data Entry Clerk,Primary task is entering data into SPSS
Primary Directress/Director,ዋና ዳይሬክተር / ዳይሬክተር,0.0,School Director,Leads a primary school as directress/director
Prime Distributer Operator,ዋና አከፋፋይ ኦፕሬተር,0.0,Distribution Operator,"Operates distribution processes, likely a typo of distributor"
Principal - Business Intelligence and Innovation,ዋና - የንግድ ኢንተለጀንስ እና ፈጠራ,0.0,Senior Business Intelligence Analyst,Business Intelligence and Innovation focus maps to BI analytics role.
Principal - Customer Service & Insight Analyst,ርእሰመምህር - የደንበኞች አገልግሎት እና የማስተዋል ተንታኝ,0.0,Senior Customer Experience Analyst,Customer service and insight analysis aligns with customer experience.
Principal – IFB Product Development Officer,ዋና - የ IFB ምርት ልማት ኦፊሰር,0.0,Senior Islamic Banking Product Developer,"IFB stands for Islamic Financial Banking, product development role."
Principal – Performance and Result Management Officer,ርዕሰ መምህር - የአፈፃፀም እና የውጤት አስተዳደር ኦፊሰር,0.0,Senior Performance Management Officer,Performance and result management is direct equivalent.
Principal - Server & Storage Administrator,ርእሰ መምህር - አገልጋይ እና ማከማቻ አስተዳዳሪ,0.0,Senior IT Infrastructure Administrator,Server and storage administration fits IT infrastructure.
Principal Collateral Valuator,ዋና መያዣ ቫልዩተር,0.0,Senior Collateral Valuation Officer,Collateral valuator role is standard in banking.
Principal Credit Workout Officer,ዋና ክሬዲት ስፖርታዊ እንቅስቃሴ ኦፊሰር,0.0,Senior Credit Workout Officer,Credit workout officer is standard term in Ethiopian banks.
Principal Digital Channel Development Officer,ዋና የዲጂታል ቻናል ልማት ኦፊሰር,0.0,Senior Digital Channel Manager,Digital channel development maps to channel management.
Principal Digital Wallet & FinTech Management Officer,ዋና ዲጂታል የኪስ ቦርሳ እና ፊንቴክ አስተዳደር ኦፊሰር,0.0,Senior Digital Payments and Fintech Manager,Digital wallet and fintech management covers payments and fintech.
Principal IFB Accounts & Operation Officer,ዋና የIFB መለያዎች እና ኦፕሬሽን ኦፊሰር,0.0,Senior Islamic Banking Operations Officer,IFB accounts and operations align with Islamic banking operations.
Principal Interest Free Banking Financing Analysis & Appraisal Officer,ዋና ከወለድ ነፃ የባንክ ፋይናንስ ትንተና እና ግምገማ ኦፊሰ,0.0,Senior Financing Officer (Interest Free Banking),Principal in interest-free banking maps to senior role in Islamic banking
Principal Officer - Core Banking Support,ዋና ኦፊሰር - ኮር የባንክ ድጋፍ,0.0,Senior Core Banking Support Officer,Principal support role standardized as senior IT support for core banking
Principal Officer Innovation,ዋና ኦፊሰር ፈጠራ,0.0,Senior Innovation Officer,Principal officer in innovation maps to senior innovation role
"Principal Officer, Recruitment and Placement",ዋና ኦፊሰር፣ ምልመላ እና ምደባ,0.0,Senior Recruitment Officer,Principal in recruitment and placement maps to senior HR recruitment position
Principal Officer-Credit Appraisal,ዋና ኦፊሰር-የክሬዲት ግምገማ,0.0,Senior Credit Analyst,Principal credit appraisal maps to senior credit analysis role
Principal- Server and Storage Administrator,ዋና - አገልጋይ እና ማከማቻ አስተዳዳሪ,0.0,Senior Server and Storage Administrator,Principal server/storage admin maps to senior IT infrastructure role
Principal Technical Officer – Vaccine Preventable Diseases,ዋና ቴክኒካል ኦፊሰር - በክትባት መከላከል የሚችሉ በሽታዎች,0.0,Senior Technical Officer (Vaccine Preventable Diseases),Principal technical officer in public health maps to senior vaccines specialist
Principal Total Rewards Officer,ዋና ጠቅላላ ሽልማቶች ኦፊሰር,0.0,Senior Total Rewards Officer,Principal total rewards maps to senior compensation and benefits role
Principal Underwriting Officer,የርእሰ መምህሩ የጽሑፍ ኦፊሰር,0.0,Senior Underwriter,Principal underwriting officer maps to senior insurance underwriting role
Private Instagram account promoter,የግል የ Instagram መለያ አስተዋዋቂ,0.0,Social Media Marketing Specialist,Private Instagram promoter maps to standard social media marketing role
Private negotiator or closer,የግል ተደራዳሪ ወይም ቅርብ,0.0,Sales Negotiator,Private negotiator/closer maps to sales closing role in Ethiopian businesses.
Private Sector Engagement & Investment Specialist (PSEI),የግል ዘርፍ ተሳትፎ እና ኢንቨስትመንት ስፔሻሊስት,0.0,Investment Specialist,Private Sector Engagement & Investment Specialist is similar to investment specialist roles.
Product Branding (Design for 3 Products,የምርት ብራንዲንግ (ንድፍ ለ 3 ምርቶች,0.0,Brand Designer,Product branding design for multiple products aligns with brand designer role.
Product deliverer,ምርት አስተላላፊ,0.0,Delivery Officer,Product deliverer is equivalent to delivery officer in logistics.
Product designer for CNC plasma machine,የምርት ዲዛይነር ለ CNC ፕላዝማ ማሽን,0.0,CNC Product Designer,Specialized design for CNC plasma machine matches CNC product designer.
Product Evaluator,የምርት ገምጋሚ,0.0,Quality Assurance Officer,Product evaluator role is analogous to quality assurance in production.
Production & Technique Head,የምርት እና ቴክኒክ ኃላፊ,0.0,Production Technical Manager,Production & Technique Head combines production and technical management.
Production Section Head,የምርት ክፍል ኃላፊ,0.0,Production Supervisor,Production Section Head is typically a supervisory role in Ethiopian manufacturing.
Professional Decoration worker for Christmas,ፕሮፌሽናል ዲኮር ሰራተኛ ለገና,0.0,Event Decorator,Professional decoration worker for Christmas corresponds to event decorator.
professional ice cream and frozen desert expert,የባለሙያ አይስ ክሬም እና የቀዘቀዘ የበረሃ ባለሙያ,0.0,Pastry Chef (Ice Cream),Professional ice cream and frozen desert expert is a specialized pastry chef role.
Professional International Exam Teacher,የባለሙያ ዓለም አቀፍ ፈተና መምህር,0.0,International Exam Preparation Instructor,Teaches international exams like IELTS/TOEFL
Professional intro maker,የባለሙያ መግቢያ ሰሪ,0.0,Video Editor,Creates video introductions
Professional or EXPERIENCED US/UK/ Canadian Collage Essay Writer,ፕሮፌሽናል ወይም ልምድ ያለው አሜሪካ/ዩኬ/ የካናዳ ኮላጅ ድርሰት ጸሐፊ,0.0,Academic Essay Writer,Writes college application essays
Professional Proposal Writer,ፕሮፌሽናል ፕሮፖዛል ጸሐፊ,0.0,Proposal Writer,Directly standard term
Professional Radio Announcer (Somali language),ፕሮፌሽናል ራዲዮ አስፋፊ (ሶማሊኛ ቋንቋ),0.0,Radio Announcer,Somali language radio role
Program Advocacy and Communications Advisor,የፕሮግራም ተሟጋች እና የግንኙነት አማካሪ,0.0,Advocacy and Communications Advisor,Standardized title for similar role
Program and Resource Mobilization Director,የፕሮግራምና የሀብት ማሰባሰብ ዳይሬክተር,0.0,Resource Mobilization Director,Focus on resource mobilization
Program Facilitator,የፕሮግራም አመቻች,0.0,Program Facilitator,Already standard
Program Implementation Support Coordinator,የፕሮግራም ትግበራ ድጋፍ አስተባባሪ,0.0,Program Implementation Coordinator,Standardized coordination role
Program Manager I - Community Recovery and Resilience Project,የፕሮግራም አስተዳዳሪ I - የማህበረሰብ መልሶ ማግኛ እና የመቋቋም ፕሮጀክት,0.0,Program Manager,Community recovery project management
Program Manager I - Early Warning System (EWS),የፕሮግራም አስተዳዳሪ I - የቅድመ ማስጠንቀቂያ ስርዓት,0.0,Program Manager - Early Warning,Core role is program management; EWS is a specialization.
Program Manager I - Emergency Shelter and Settlement,የፕሮግራም አስተዳዳሪ I - የአደጋ ጊዜ መጠለያ እና ሰፈራ,0.0,Program Manager - Emergency Shelter,Program management in emergency shelter and settlement.
Program Manager I - MEAL,የፕሮግራም አስተዳዳሪ I - MEAL,0.0,MEAL Manager,"MEAL is a distinct functional role, commonly titled as MEAL Manager."
Program Manager I - Vulnerability Based Targeting,የፕሮግራም አስተዳዳሪ I - በተጋላጭነት ላይ የተመሰረተ ማነጣጠር,0.0,Program Manager - Targeting,Program management focusing on vulnerability-based targeting.
