title_en,title_am,similarity_score,alternative_position,reason
Consultancy for Violence Against Women and Girls (VAWG) and Gender Norms Analysis,,0,Gender-Based Violence Specialist,Focus on VAWG and gender norms analysis matches this role in Ethiopian context.
Consultancy Opportunity for Technical Assistance Under the PEMS funded Ethiopia hotspot,,0,Technical Advisor,"Technical assistance under a funded project, common in Ethiopian development work."
Consultancy - Reviewing Safety and Security Plans and Developing Safety and Security Management System - Ethiopia,,0,Safety and Security Manager,Reviewing and developing safety/security systems aligns with this role in Ethiopia.
Consultancy service - Developing Self- assessment Framework and Assisting the Process of Ranking Businesses,,0,Business Development Consultant,"Focuses on developing a self-assessment framework and ranking businesses, which aligns with business development consulting."
Consultancy service for Intersectional Gender Analysis,,0,Gender Consultant,"Specializes in intersectional gender analysis, a core function of gender consulting."
Consultancy Service for M&E System Development [DHIS2],,0,Monitoring and Evaluation (M&E) Specialist,"Involves M&E system development using DHIS2, a typical monitoring and evaluation role."
"Consultancy Service for Zero Energy ""Drum Pump"" Design and Prototype Development",,0,Product Design Consultant,"Centers on designing and prototyping a zero-energy drum pump, a product design task."
Consultancy Services for Assessing Current Store Management Practices and Developing an Effective System,,0,Operations Consultant,"Assesses store management practices and develops systems, fitting operations consulting."
Consultancy Service to Assess the Implementation of Youth Centric Product (YCP) and to Deliver Capacity Building Support for Partner MFIs,,0,Capacity Building Consultant,Assesses youth-centric product implementation and delivers capacity building support to MFIs.
Consultancy service to develop CSO policies,,0,Policy Consultant,"Develops CSO policies, a policy consulting function."
Consultancy to Conduct Baseline Survey,,0,Research Consultant,"Conducts a baseline survey, a research-oriented consulting role."
Consultancy to do Assessment on Supply-Demand Gap Analysis of Financial Service Providers,,0,Market Research Consultant,"Performs supply-demand gap analysis of financial service providers, a market research task."
Consultancy to run a KAP Survey in Gambella Town,,0,Survey Consultant,"Runs a KAP survey, a survey-based consulting role."
Consultant Facilitator for Enhanced Access to Digital Financial Services (DFS) for women in Ethiopia,,0,Digital Financial Services Consultant,Focus on enhancing access to digital financial services for women aligns with consulting role in financial inclusion.
Consultant for Cold Chain Management Specialist-COVID 19 Vaccines (Ahmara Region),,0,Cold Chain Logistics Specialist,"Specialist role managing cold chain for vaccines, typical in logistics and supply chain."
Consultant for Supporting Acceleration Plan,,0,Project Acceleration Consultant,Supporting an acceleration plan implies project management and consulting.
Consultant for Warehouse and Distribution Specialist -Arbaminch EPSS,,0,Warehouse and Distribution Specialist,"Directly matches the title, focusing on warehouse and distribution operations."
CONSULTANT- Healthy Ageing Country Pilot Project Final Evaluation,,0,Program Evaluation Consultant,Conducting final evaluation of a health project aligns with evaluation consulting.
Consultant to Review MHPSS Curriculum on Trauma-Informed Interventions,,0,Mental Health Curriculum Consultant,Reviewing MHPSS curriculum on trauma-informed interventions fits mental health consulting.
Consulting Firm/Freelance Consultant Who Can Develop Policy Brief and Fact Sheets on Gender Responsive Budgeting in Ethiopia,,0,Gender Policy Consultant,Developing policy briefs on gender responsive budgeting is a policy consulting role.
"Consumer, Market Insight and Innovation (CMI) Manager",,0,Market Research Manager,CMI manager role involves consumer insights and market research.
Consumer Sales Territory Manager,,0,Territory Sales Manager,Managing consumer sales in a territory is a standard sales management position.
Contact in person at the Restaurant located around Sar bet,,0,Restaurant Server,Contact in person at a restaurant suggests a front-line service role like server.
Content Creation Intern,,0,Content Creator Intern,Internship level content creation role.
content creator,,0,Content Creator,Direct match for the title.
Content Creator / የኮንተንት አዘጋጅ,,0,Content Creator,Bilingual title (English/Amharic) for content creation.
Content Creator and Copywriter,,0,Content Creator,"Combines content creation with copywriting, but core is content creation."
Content creator and customer care / chat,,0,Content Creator,Primary role is content creation with added customer care/chat duties.
Content Creator and Social Media,,0,Social Media Content Creator,Focus on social media content creation.
Content Creator for National Exam,,0,Content Creator,"Specialized for national exam content, but still content creation."
Content creator for social media,,0,Social Media Content Creator,Explicitly for social media content creation.
Content Creator & Researcher,,0,Content Creator,"Combines content creation with research, core is content creation."
content creators,,0,Content Creator,"Plural form, direct match for the role."
Content Design,,0,Content Designer,Directly maps to the same role in Ethiopian context.
Content Organizer & Data entry,,0,Data Entry Clerk,Focus on organizing and entering data aligns with data entry roles.
Content provider needed,,0,Content Creator,General content provision maps to content creation.
Content Research & Writing Associate,,0,Content Writer,Research and writing tasks align with content writing.
Content Writer and Social Media Manager,,0,Social Media Content Writer,Combines content writing with social media management.
Content Writer for social media including Blogs/websites and Proposal Writer,,0,Content Writer,"Writing for social media, blogs, and proposals fits content writing."
Content Writer for social media including Blogs/websites and Proposal Writer Intern,,0,Content Writer Intern,Internship version of content writing role.
Content Writer/paid internship,,0,Content Writer Intern,Paid internship for content writing.
Content Writer with IT background.,,0,Technical Content Writer,IT background suggests technical content writing.
Content writer with Social media marketing skills,,0,Social Media Content Writer,Combines content writing with social media marketing skills.
CONTEST TO CREATE WEB VIDEO PROCESSING,,0,Video Processing Engineer,"The title involves creating web video processing, which aligns with video processing engineering roles."
Continuous Improvement Assistant,,0,Continuous Improvement Specialist,"The role focuses on continuous improvement, typically handled by a specialist or analyst."
Contract Formulation Division,,0,Contract Administrator,Contract formulation is a key duty of contract administration.
Contract Scrum Master,,0,Scrum Master,"The title explicitly mentions Scrum Master, a standard agile role."
Contrat rent,,0,Contract Administrator,"Likely a misspelling of 'Contract Rent' or similar, but contract administration is the closest standard role."
Controller I (Branch),,0,Branch Controller,Controller I (Branch) is a standard branch-level financial control role.
Coputer skill tutorial,,0,Computer Skills Trainer,"The title suggests teaching computer skills, which is a trainer role."
Copy bet / stationary attendant,,0,Office Attendant,"Copy bet/stationary attendant is a clerical support role, similar to office attendant."
Core Banking and Agent Banking Division,,0,Core Banking Manager,Division-level role overseeing core and agent banking operations.
